0.432598 0.911764
0.060539 1.369176
-0.948424 2.801529
-0.726165 2.005376
0.136774 0.729317
0.056104 1.491391
0.396159 0.624830
-0.663644 1.313167
0.445410 1.292961
0.799876 -0.101018
0.144865 1.252996
0.014202 0.781021
0.623409 0.250816
-0.259397 1.280758
0.835593 -0.491083
0.871861 -0.081745
-0.546071 1.309481
0.685221 0.391967
0.022522 0.911912
0.725906 0.127588
-0.563252 1.283745
-0.008935 0.795930
0.320270 1.027791
-0.640455 1.183199
-0.926923 2.362287
-0.252799 1.052399
0.248049 0.286094
0.088862 1.257360
0.864063 -0.265386
-0.703036 1.583452
-0.292226 0.984356
-0.321044 1.022166
-0.941152 2.368102
0.706538 0.148238
-0.182311 1.105666
0.222933 1.237404
-0.872249 2.934027
-0.113518 1.118558
-0.935328 2.566451
-0.234517 1.387245
-0.961641 2.403530
0.115639 1.659916
0.496609 0.788753
0.389053 0.949794
-0.918212 2.325712
-0.095770 0.210874
-0.158686 0.723970
-0.188467 0.930715
0.416305 1.080368
0.993403 -1.076486
0.237900 1.319466
-0.684396 1.288547
-0.493188 1.022294
-0.805142 2.175533
0.257622 1.418828
0.110106 1.115161
0.205402 0.565114
-0.194636 1.286762
0.616440 0.222353
0.172481 1.358687
0.004248 0.847018
-0.511928 1.133474
-0.096398 0.848641
0.455615 1.198648
-0.033976 1.138515
0.743678 0.074453
0.467609 0.830627
-0.643455 1.737272
-0.118047 0.968678
-0.900981 2.271559
0.077931 0.878162
0.950807 -1.047846
0.151966 1.558282
0.445386 1.288486
-0.753038 1.876016
0.732852 0.678163
-0.382211 1.272664
-0.608935 1.196845
0.950511 -0.224134
0.029727 1.042067
0.713239 0.409876
0.066150 0.776045
-0.372773 1.399493
0.081682 1.101111
0.110201 1.269036
-0.312916 1.034272
-0.878848 2.427171
0.356067 1.141014
-0.612081 1.209765
0.015704 1.265802
-0.208045 1.453997
-0.872995 2.540192
0.660846 0.915782
-0.062569 0.509794
0.152971 1.293997
-0.474465 1.348929
0.880505 0.137278
-0.458040 1.391979
-0.142209 1.278020
0.652387 0.356648
