0.789330 0.380426 -1
0.552275 0.196041 1
0.800203 0.084250 1
0.321371 0.730759 -1
0.005562 0.809895 1
0.439013 0.864540 -1
0.022349 0.684110 1
0.320332 0.759230 -1
0.764379 0.889616 -1
0.052814 0.768858 1
0.546079 0.373163 -1
0.374953 0.835450 -1
0.711208 0.410611 -1
0.800181 0.119829 1
0.582112 0.221151 1
0.150787 0.024392 1
0.204123 0.222584 1
0.501496 0.356765 -1
0.9 0.2 1
0.91 0.21 1
0.4 0.6 -1
0.38 0.6 -1
0.2 0.4 1
0.15 0.5 1
0.4 0.3 1
0.3 0.3 1
0.3 0.1 1
0.4 0.5 -1
0.42 0.44 -1 
0.1 0.2 1
