0.417022 0.720324 -1
0.000114 0.302333 1
0.146756 0.092339 1
0.186260 0.345561 1
0.396767 0.538817 -1
0.419195 0.685220 -1
0.204452 0.878117 -1
0.027388 0.670468 1
0.417305 0.558690 -1
0.140387 0.198101 1
0.800745 0.968262 -1
0.313424 0.692323 -1
0.876389 0.894607 -1
0.085044 0.039055 1
0.169830 0.878143 -1
0.098347 0.421108 1
0.957890 0.533165 -1
0.691877 0.315516 -1
0.686501 0.834626 -1
0.018288 0.750144 1
0.988861 0.748166 -1
0.280444 0.789279 -1
0.103226 0.447894 1
0.908596 0.293614 -1
0.287775 0.130029 1
0.019367 0.678836 1
0.211628 0.265547 1
0.491573 0.053363 1
0.574118 0.146729 1
0.589306 0.699758 -1
