0.637558 -0.336137 1
-0.381145 0.647257 1
-0.180359 0.879998 1
-0.450966 -0.168501 -1
0.173341 0.565331 -1
0.074791 0.349871 -1
-0.320931 0.767757 1
-0.211539 -0.726180 1
0.543120 0.583221 1
0.126906 -0.980905 1
-0.845011 -0.977675 1
-0.186163 0.889403 1
0.419100 0.049967 -1
0.610026 -0.955716 1
0.507574 0.567152 1
-0.503437 -0.392596 -1
-0.973114 -0.266291 1
-0.136350 0.927421 1
-0.936077 -0.419836 1
0.957193 0.314908 1
0.396727 -0.605523 1
-0.792833 0.889492 1
-0.257754 0.707434 1
-0.782217 0.515509 1
0.667643 -0.083786 -1
-0.420635 0.610418 1
0.728566 0.473341 1
-0.880078 0.444635 1
-0.504017 -0.726726 1
0.828494 0.336019 1
-0.287229 0.960880 1
-0.912157 0.680148 1
0.352404 0.785072 1
-0.967302 0.808391 1
0.763531 -0.817970 1
-0.082178 -0.972346 1
0.120063 0.186358 -1
0.273410 0.098796 -1
-0.125767 -0.555884 -1
0.162550 -0.753283 1
0.065356 -0.902200 1
0.879417 0.754715 1
-0.091587 0.019663 -1
-0.847034 0.827911 1
0.291313 -0.080234 -1
0.843453 0.860961 1
-0.940354 0.823122 1
0.675539 0.853940 1
0.637438 0.820378 1
0.817025 0.433545 1
0.062942 0.344212 -1
0.529132 -0.865604 1
-0.484910 -0.947367 1
-0.441990 -0.501985 -1
-0.104212 0.846995 1
-0.077721 -0.367779 -1
0.581996 0.666292 1
0.014131 0.794134 1
-0.320548 0.831572 1
0.328437 -0.462023 -1
-0.292843 -0.158289 -1
0.108119 -0.617674 -1
-0.029837 -0.116811 -1
0.931425 0.791603 1
-0.473127 -0.852873 1
-0.907499 0.645257 1
0.479961 0.245957 -1
-0.773796 0.199184 1
0.760621 0.583213 1
0.776450 0.072939 1
-0.869977 -0.718295 1
0.635416 0.621898 1
-0.266641 0.251421 -1
-0.460214 -0.849660 1
-0.261698 0.134284 -1
-0.478697 0.531165 1
-0.588866 -0.592201 1
-0.479815 -0.735873 1
0.873733 -0.021184 1
-0.857225 0.113123 1
-0.264457 0.074714 -1
-0.384262 0.020841 -1
-0.875335 0.118832 1
0.356990 0.997541 1
-0.929971 0.421216 1
0.614807 -0.924199 1
-0.442686 0.037972 -1
-0.477482 -0.351240 -1
-0.301894 0.172390 -1
0.461252 0.144066 -1
0.409476 -0.754451 1
-0.299024 -0.864813 1
-0.426560 0.269327 -1
-0.890330 -0.054358 1
-0.972209 -0.347424 1
0.212711 0.263334 -1
-0.415859 0.045127 -1
-0.075226 -0.317972 -1
-0.599567 0.997257 1
0.951501 -0.417288 1
0.447591 -0.621558 1
0.501977 0.226396 -1
0.157432 -0.793213 1
0.199740 0.829640 1
-0.594549 0.767702 1
-0.611850 0.872441 1
-0.462984 0.993525 1
-0.317422 0.780008 1
-0.930263 0.663618 1
-0.705646 -0.379141 1
0.203306 -0.795474 1
0.113581 0.180976 -1
-0.587406 0.184974 -1
0.393188 -0.731947 1
-0.010023 -0.160753 -1
0.727216 0.723632 1
0.316430 -0.361379 -1
-0.200361 -0.603870 -1
0.051562 0.729014 1
-0.571981 -0.953994 1
0.190681 0.998516 1
-0.256602 0.411348 -1
0.217580 0.497767 -1
0.699710 -0.272055 1
0.666836 0.770499 1
0.817648 0.990812 1
-0.968827 -0.180959 1
-0.317249 0.241634 -1
-0.500520 -0.965387 1
0.330159 0.103512 -1
-0.453995 0.100122 -1
0.929744 -0.626651 1
-0.940478 0.080171 1
0.962127 -0.908810 1
-0.501441 0.804378 1
-0.424157 -0.821210 1
0.532439 -0.219851 -1
0.048084 -0.938521 1
-0.799021 -0.766237 1
-0.851667 -0.456592 1
0.883510 0.494906 1
0.807598 -0.339538 1
0.340712 0.135223 -1
-0.165556 0.771373 1
0.230605 0.666169 -1
-0.182918 0.475152 -1
0.323446 -0.784655 1
-0.136590 -0.081339 -1
0.989214 0.645695 1
0.386940 -0.350825 -1
-0.813369 0.696197 1
0.281153 -0.701076 1
0.674087 -0.749638 1
0.419845 0.120195 -1
-0.651088 -0.532321 1
0.290043 -0.186086 -1
-0.708621 0.291963 1
-0.864094 0.359520 1
-0.047412 -0.600003 -1
-0.069266 0.874926 1
-0.374628 -0.180866 -1
0.281831 -0.493130 -1
-0.583216 -0.343922 -1
-0.166825 -0.415013 -1
0.719659 -0.619580 1
-0.744173 -0.028200 1
-0.997286 -0.180981 1
-0.958206 -0.078471 1
-0.876405 -0.822126 1
-0.102288 -0.740741 1
-0.759667 0.688269 1
-0.538880 -0.797108 1
-0.877184 0.189921 1
0.549172 0.450267 1
0.592114 0.884539 1
-0.691979 -0.074145 -1
-0.923601 -0.125094 1
-0.555306 0.623139 1
0.682934 -0.369015 1
-0.897386 -0.002421 1
-0.731122 -0.201875 1
0.863708 -0.996822 1
0.753041 -0.085626 1
-0.625921 -0.116943 -1
0.400226 0.676306 1
-0.190187 -0.161409 -1
-0.882368 -0.092908 1
0.857295 -0.695039 1
0.140110 0.704658 1
-0.717580 -0.902088 1
-0.472115 -0.505405 -1
-0.008962 0.872167 1
0.048921 -0.178791 -1
-0.463266 -0.460640 -1
-0.301802 0.766153 1
0.772262 -0.212300 1
-0.203747 -0.447341 -1
-0.898392 0.075279 1
-0.285569 0.824121 1
-0.402910 0.908128 1
-0.713007 0.113596 1
0.057269 0.950678 1
0.619993 0.624765 1
-0.805436 0.798940 1
0.762849 0.632372 1
0.558498 0.711645 1
0.081498 -0.011918 -1
-0.703207 0.052761 -1
0.496834 0.041225 -1
-0.283226 -0.543646 -1
0.391913 -0.464857 -1
-0.567875 -0.776040 1
0.242790 -0.446947 -1
-0.234106 0.334283 -1
-0.921543 -0.634109 1
-0.462201 -0.311198 -1
0.833607 -0.965571 1
-0.728260 -0.930399 1
-0.359903 0.504652 -1
0.953078 -0.359166 1
-0.972582 0.999330 1
0.686612 0.054290 -1
-0.179458 0.373201 -1
-0.082866 -0.084132 -1
0.102021 0.381294 -1
-0.065089 0.123987 -1
0.215618 0.789567 1
0.295325 0.738455 1
-0.340629 0.297088 -1
0.888797 -0.566747 1
-0.665577 0.326451 1
-0.721787 0.210262 1
-0.156760 0.987742 1
-0.252950 0.755116 1
-0.734519 -0.343970 1
-0.502957 -0.575260 1
-0.052143 0.683430 -1
0.420548 0.800199 1
0.179940 -0.049274 -1
-0.302137 -0.266186 -1
-0.001808 -0.027654 -1
0.279528 -0.535514 -1
-0.558690 -0.580930 1
-0.037292 -0.441518 -1
-0.288890 0.029602 -1
0.289090 -0.065112 -1
-0.771007 0.125126 1
-0.553782 0.857047 1
0.127245 -0.231020 -1
0.123700 0.997081 1
0.818172 0.558753 1
0.327291 0.342514 -1
-0.031404 -0.144400 -1
-0.422530 0.099156 -1
-0.963347 -0.537287 1
0.194707 -0.733343 1
0.987133 0.603511 1
0.720628 -0.097339 1
-0.565600 -0.593409 1
0.570459 0.203759 -1
0.569883 -0.307430 -1
0.161779 -0.319043 -1
0.518777 -0.917827 1
-0.331692 -0.049517 -1
0.715344 -0.407592 1
-0.151626 -0.981269 1
-0.018717 -0.472761 -1
0.753754 0.761032 1
0.149216 -0.917202 1
0.745736 0.155044 1
-0.384631 -0.778232 1
-0.788837 -0.518586 1
-0.057137 -0.971053 1
0.445983 0.661290 1
-0.954231 0.528659 1
-0.678122 0.670271 1
-0.488838 0.284890 -1
-0.194207 0.812343 1
-0.442062 0.801338 1
-0.245519 0.473348 -1
0.624089 -0.327687 -1
-0.059675 0.640416 -1
-0.039962 -0.868851 1
-0.378667 -0.816859 1
-0.834350 -0.616623 1
-0.496316 -0.676412 1
0.342719 0.900391 1
0.938305 0.620897 1
0.819725 0.315397 1
0.075488 -0.871913 1
-0.425359 0.380947 -1
0.229307 -0.423158 -1
0.046269 0.759438 1
-0.160650 -0.493327 -1
-0.866208 0.082179 1
-0.634139 0.053114 -1
0.545523 0.624751 1
0.422105 -0.317401 -1
-0.750942 -0.446651 1
0.932962 0.638053 1
-0.006303 0.345914 -1
-0.527250 0.079704 -1
-0.241005 -0.406734 -1
-0.118319 -0.561573 -1
-0.306243 0.016408 -1
0.637634 0.539218 1
0.224969 0.097148 -1
0.057880 0.432090 -1
0.824054 0.044971 1
0.056916 0.785427 1
-0.993884 0.270993 1
0.135072 -0.430819 -1
0.815308 -0.263448 1
-0.206352 -0.850423 1
-0.767685 0.969144 1
-0.126067 -0.124594 -1
0.177769 0.193776 -1
-0.230646 -0.772758 1
-0.499754 0.117900 -1
0.340959 0.453422 -1
0.817188 0.180539 1
0.444325 0.933691 1
-0.783291 0.896300 1
0.289425 0.538717 -1
-0.902847 0.704078 1
-0.888363 -0.042173 1
0.022463 -0.087044 -1
0.883433 -0.085979 1
-0.412129 0.360906 -1
0.831913 0.816134 1
0.178198 0.014445 -1
0.769787 -0.782925 1
0.833533 -0.069098 1
0.231576 0.003156 -1
0.124405 0.575956 -1
0.132484 -0.322599 -1
0.493806 -0.766654 1
-0.047837 0.022285 -1
-0.579344 0.825109 1
0.300582 -0.673439 1
0.018813 0.750686 1
-0.830958 -0.020850 1
-0.346998 -0.315278 -1
0.246121 0.689232 1
-0.365926 -0.601631 -1
-0.805901 0.549903 1
0.664786 0.002691 -1
-0.310658 0.530004 -1
-0.442544 0.361549 -1
0.022349 -0.042662 -1
-0.716552 0.667773 1
-0.649694 0.450773 1
0.394966 -0.417528 -1
-0.021555 0.855258 1
-0.467366 0.199947 -1
0.523303 0.597832 1
0.182498 0.932296 1
0.118828 -0.669869 -1
-0.826239 0.289100 1
-0.556579 -0.090161 -1
-0.713315 0.018367 1
0.465162 0.256043 -1
-0.356776 0.986103 1
0.408134 0.545954 -1
0.260241 -0.087032 -1
0.628478 -0.712269 1
-0.116066 -0.296919 -1
0.481324 -0.407069 -1
-0.756106 0.343083 1
-0.665755 -0.590507 1
0.300559 0.287714 -1
0.189179 -0.206436 -1
0.484567 -0.137327 -1
0.703594 0.839858 1
-0.222529 -0.480082 -1
0.728878 -0.250211 1
-0.149407 0.995751 1
-0.442634 0.639508 1
-0.522494 0.268676 -1
-0.753062 0.657001 1
0.632555 -0.416053 1
0.985076 0.169879 1
-0.287984 -0.214708 -1
0.873496 0.601887 1
0.778343 -0.368370 1
-0.822838 -0.399054 1
-0.546393 0.794295 1
-0.709961 0.653678 1
0.096791 0.866879 1
0.659722 -0.083335 -1
-0.879074 0.717698 1
-0.435179 -0.356956 -1
-0.815808 -0.488486 1
0.932702 -0.910123 1
0.983270 -0.094148 1
0.457991 0.023188 -1
0.029880 0.276291 -1
0.003889 -0.799680 1
0.217177 0.270325 -1
0.770411 0.854228 1
-0.575057 0.499060 1
0.117940 -0.016065 -1
0.288290 -0.397335 -1
0.422323 0.382459 -1
-0.253499 0.674860 1
0.232724 -0.444864 -1
0.582257 -0.911094 1
0.210677 -0.174267 -1
-0.914984 0.565852 1
0.467371 0.659462 1
0.564640 -0.397238 -1
-0.701265 -0.316296 1
-0.497619 -0.361304 -1
0.029596 0.571042 -1
-0.653025 0.826520 1
-0.025937 0.059100 -1
0.023194 -0.868163 1
0.583221 -0.693637 1
0.597649 0.544910 1
-0.799372 0.219774 1
0.744426 -0.007427 1
-0.249783 -0.867851 1
0.816266 -0.664474 1
-0.452098 0.715833 1
-0.504340 -0.545729 1
0.188911 0.700468 1
-0.382840 0.901324 1
0.107315 -0.721865 1
-0.085280 0.950220 1
-0.878500 0.046970 1
0.544547 0.762979 1
-0.059929 0.884985 1
-0.317782 0.289738 -1
-0.345670 0.998758 1
-0.704790 0.981098 1
-0.242795 0.329959 -1
-0.743707 -0.345718 1
-0.396599 0.465017 -1
-0.752827 0.900987 1
-0.466409 0.731518 1
0.573483 0.260015 -1
-0.662892 0.852268 1
-0.748546 0.290882 1
-0.076475 -0.423012 -1
-0.741328 -0.868219 1
0.166931 -0.116632 -1
-0.676288 0.135531 -1
0.710718 -0.732655 1
0.023128 0.517215 -1
-0.016414 -0.252056 -1
-0.997026 0.505806 1
0.755729 -0.963625 1
-0.646292 0.178106 -1
0.354907 -0.202415 -1
-0.894411 -0.901858 1
0.241331 -0.369347 -1
-0.802178 -0.571798 1
0.917670 0.739648 1
-0.026943 0.437267 -1
0.713024 -0.160440 1
0.262631 -0.544501 -1
-0.948615 0.148045 1
-0.006432 -0.797062 1
0.819220 0.026388 1
