0.435995 0.025926 1
0.549662 0.435322 -1
0.420368 0.330335 1
0.204649 0.619271 1
0.299655 0.266827 1
0.621134 0.529142 -1
0.134580 0.513578 1
0.184440 0.785335 1
0.853975 0.494237 -1
0.846561 0.079645 -1
0.505246 0.065287 -1
0.428122 0.096531 1
0.127160 0.596745 1
0.226012 0.106946 1
0.220306 0.349826 1
0.467787 0.201743 1
0.640407 0.483070 -1
0.505237 0.386893 -1
0.793637 0.580004 -1
0.162299 0.700752 1
0.964551 0.500008 -1
0.889520 0.341614 -1
0.567144 0.427546 -1
0.436747 0.776559 1
0.535604 0.953742 -1
0.544208 0.082095 -1
0.366342 0.850851 1
0.406275 0.027202 1
0.247177 0.067144 1
0.993852 0.970580 -1
0.800258 0.601817 -1
0.764960 0.169225 -1
0.293023 0.524067 1
0.356624 0.045679 1
0.983153 0.441355 -1
0.504000 0.323541 1
0.259745 0.386890 1
0.832017 0.736747 -1
0.379211 0.013017 1
0.797405 0.269389 -1
0.582685 0.025551 -1
0.662202 0.387523 -1
0.497074 0.414906 -1
0.350872 0.550978 1
0.972911 0.112776 -1
0.313259 0.041798 1
0.738400 0.657512 1
0.214636 0.416753 1
0.643842 0.661481 -1
0.170477 0.881652 1
0.778008 0.133954 -1
0.868917 0.748778 -1
0.798586 0.543345 -1
0.220838 0.918459 1
0.592085 0.346238 1
0.263779 0.913915 1
0.419735 0.540192 1
0.608442 0.826250 -1
0.623563 0.176712 -1
0.591257 0.489266 -1
0.547908 0.699521 -1
0.245811 0.186627 1
0.110583 0.274059 1
0.010250 0.629360 1
0.295172 0.187287 1
0.095288 0.283756 1
0.214924 0.285604 1
0.471410 0.549497 1
0.845113 0.988510 -1
0.048868 0.232118 1
0.643311 0.161467 -1
0.870146 0.217402 -1
0.741755 0.653021 -1
0.798886 0.031248 -1
0.229574 0.704627 1
0.087563 0.030589 1
0.357135 0.589782 1
0.052223 0.065664 1
0.043501 0.395151 -1
0.668427 0.198027 1
0.876266 0.432389 -1
0.619641 0.290427 -1
0.615255 0.953660 -1
0.448015 0.207050 1
0.425367 0.444574 1
0.507617 0.525733 -1
0.042429 0.164419 1
0.450227 0.707971 1
0.777588 0.777103 -1
0.502779 0.956748 -1
0.331874 0.481458 1
0.748374 0.857840 -1
0.414460 0.848685 1
0.444571 0.715747 1
0.008448 0.025201 1
0.940450 0.102138 -1
0.661968 0.283259 -1
0.200842 0.388334 1
0.925902 0.570274 -1
0.916715 0.702264 -1
